0.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0,360.0,370.0,380.0,390.0,400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0
250.0,0.0012149,0.0018505,0.0012502000000000001,0.0014094,0.0016294,0.0010698,0.002259,0.0037588,0.0011259,0.00057832,0.00066841,0.00066154,0.00046728,0.00048449999999999996,0.00028084,0.00036868,0.00033148,0.0002002,0.00024451,0.00028726,0.00047729,0.00025947,0.00022961,0.00026416,0.00021930000000000002,0.00022857,0.00033392,0.00024644,0.00031934,0.00044292,0.0012645
255.0,0.0012485,0.001876,0.0014198000000000001,0.0016468,0.0018959,0.0012933,0.0027091999999999997,0.0044989,0.0023228000000000003,0.00079567,0.00085278,0.00090226,0.00066398,0.00066348,0.00038514,0.00051482,0.00042166,0.00028018,0.00032296,0.00039761,0.00060168,0.00038325,0.00032529,0.00032897,0.00026586,0.00033203,0.00043226,0.00035153,0.00044632,0.00059734,0.0015422
260.0,0.0012654,0.0018891,0.0015946,0.0018957000000000002,0.0021758000000000003,0.0015378,0.0031953000000000003,0.0052955,0.0036025999999999996,0.0011918,0.00099997,0.001115,0.00083447,0.00079892,0.00049365,0.00066121,0.0005013999999999999,0.00034614,0.00036999,0.00048419,0.00066835,0.00048665,0.00041727,0.00036448,0.00030419,0.00041747,0.00052329,0.00044927,0.00057676,0.00072849,0.0016853999999999999
265.0,0.0012709000000000002,0.001894,0.0017737000000000002,0.0021545,0.0024676,0.0018032,0.0037163000000000005,0.006146100000000001,0.0049613999999999995,0.0018977,0.0010182000000000001,0.0011962,0.00091632,0.00083737,0.00054948,0.00074394,0.00051456,0.00037991,0.00035682,0.00051295,0.00062128,0.00054185,0.000484,0.00036726,0.00031162,0.00046685,0.00055201,0.00051567,0.00066263,0.00079748,0.0015345
270.0,0.0012665999999999999,0.0018946999999999998,0.0019565000000000003,0.0024216,0.00277,0.0020894000000000004,0.0042708,0.0070483,0.0063950000000000005,0.002893,0.0013222000000000002,0.0012192,0.00098925,0.00085349,0.00057732,0.00079393,0.00052228,0.00040759,0.00034596,0.00054897,0.00055433,0.00056024,0.00056319,0.00041772,0.00034922,0.00047877,0.00057126,0.00055169,0.00072707,0.00084678,0.0013423
275.0,0.0012612,0.0015612,0.0021422,0.0026955,0.0030816,0.0023965,0.0048576,0.0079996,0.0078995,0.0041536,0.0019107,0.0012565999999999999,0.0010590999999999999,0.00085505,0.00059753,0.00085829,0.0005363,0.00045068,0.00035727,0.00056931,0.00048571,0.00054256,0.00063459,0.00050586,0.00041845,0.00049331,0.00059427,0.00055221,0.00081084,0.00090083,0.0012403
280.0,0.0012801,0.0012571,0.0023301,0.0029747,0.0034010999999999998,0.0027243000000000002,0.0054757,0.0089976,0.009470600000000001,0.0056556,0.0027921,0.0015614000000000001,0.0010885,0.00083155,0.00060568,0.00090238,0.00055889,0.00049854,0.00038282,0.000584,0.00043999,0.00050702,0.0006712999999999999,0.00059302,0.00050708,0.00054275,0.00063053,0.00055034,0.00085896,0.00095125,0.0011925999999999998
285.0,0.0013660999999999999,0.00097611,0.0025552,0.0032576999999999997,0.0037271,0.0030728,0.006123699999999999,0.01004,0.011104000000000001,0.007375,0.0039467,0.0021639,0.001106,0.00083411,0.00061261,0.00091844,0.00056308,0.00054583,0.00042041,0.00060096,0.00042787,0.00046869,0.00067124,0.00067571,0.00059195,0.00062743,0.0006736000000000001,0.00054754,0.00084748,0.0009763999999999999,0.0011557
290.0,0.0014779,0.00083076,0.0026173999999999998,0.0035429000000000003,0.0040582,0.0034419000000000003,0.006800499999999999,0.011124,0.012797,0.009287899999999998,0.0053549999999999995,0.0030795,0.0013882,0.00084849,0.00061485,0.00092419,0.00057399,0.00057295,0.00047918,0.00061431,0.00042894,0.00044908,0.00065589,0.00073447,0.00065738,0.00073366,0.00074851,0.0005537999999999999,0.00078219,0.0010035,0.0011399000000000001
295.0,0.0015065999999999999,0.0006991,0.002607,0.003921,0.004393,0.0038316,0.007504899999999999,0.012247,0.014544,0.01137,0.006997499999999999,0.004289899999999999,0.0019984,0.00092981,0.00062641,0.00092941,0.00060054,0.00059041,0.00053739,0.00060361,0.00045662,0.0004466,0.00061575,0.00076356,0.00069911,0.00084896,0.00084937,0.00058764,0.00072881,0.001015,0.0011063
300.0,0.0015892999999999999,0.00060664,0.0026408,0.0042099,0.004730300000000001,0.0042417999999999996,0.008235600000000001,0.013408000000000002,0.016341,0.013597999999999999,0.0088546,0.005777,0.002989,0.0013235,0.0006687,0.00090632,0.00063719,0.00062013,0.00057747,0.00060467,0.00049377,0.00044519,0.00056495,0.00076962,0.00073008,0.00096954,0.00097671,0.00065388,0.00068776,0.0010121000000000002,0.0010852
305.0,0.0016757000000000002,0.00060159,0.0027857,0.0045749,0.0051692,0.0046725000000000004,0.008991500000000001,0.014603,0.018185,0.015948,0.010907,0.0075223999999999985,0.0043367,0.0021135999999999998,0.00072948,0.00087078,0.00066239,0.00063869,0.00061889,0.00060086,0.0004896,0.00044427,0.00051487,0.00077235,0.00076424,0.0010472,0.0011220999999999998,0.00075638,0.00067817,0.00099688,0.0010679
310.0,0.0017140999999999999,0.00057747,0.0029533000000000003,0.005201399999999999,0.0056995,0.0051235,0.0097714,0.01583,0.020071000000000002,0.018394999999999998,0.013134,0.0095081,0.0060182,0.0033299,0.0010617,0.00087762,0.00069155,0.00064383,0.00064589,0.00059674,0.00047366,0.00044306,0.00048012,0.00077588,0.00079053,0.0010667,0.0012697000000000001,0.00091524,0.00073997,0.00099369,0.0010785
315.0,0.0017985,0.00048022,0.0030656,0.0059978,0.006495600000000001,0.006090600000000001,0.010574,0.017086,0.021996,0.020916,0.015518,0.011715999999999999,0.0080101,0.0049427,0.0017925999999999999,0.00094272,0.00071124,0.0006547999999999999,0.00064095,0.00059408,0.00046161,0.00045725,0.00044577,0.00077984,0.0008052999999999999,0.0010539999999999998,0.0014214,0.0010960999999999998,0.00087596,0.0010312000000000001,0.0011122999999999999
320.0,0.0019675,0.00036876,0.0031423,0.0068256,0.0075236999999999995,0.0072414,0.011398,0.018369999999999997,0.023955,0.023486,0.018038,0.014127,0.010289,0.0069226,0.0029936999999999997,0.001387,0.00069798,0.00066876,0.00062121,0.00058539,0.00046563,0.00048027,0.00041211,0.00080048,0.00081282,0.0010629,0.0015792,0.0012862,0.0010583,0.001113,0.0011914999999999999
325.0,0.0021291,0.00035304,0.0033262,0.0079451,0.0088576,0.008429299999999999,0.012793,0.019678,0.025943,0.026082,0.020675,0.016724,0.012832,0.0092399,0.0046306,0.0022563,0.0006963999999999999,0.00067155,0.00060201,0.00056487,0.00047342,0.00051755,0.00040699,0.00081988,0.00082236,0.0010854,0.0017246,0.0014930999999999998,0.0012668,0.0012261,0.0012923
330.0,0.0023475,0.00039933,0.0035111999999999995,0.009219,0.01039,0.0096416,0.014186,0.021009,0.027957999999999997,0.02868,0.023409,0.019489,0.015615,0.011865,0.0066687,0.0035713,0.0010762,0.00066743,0.00056476,0.00056029,0.00049603,0.00055473,0.00042945,0.00080934,0.00081574,0.0010992,0.0018444000000000002,0.0017043,0.0015134999999999999,0.0013908,0.0014173
335.0,0.0026072,0.00053281,0.0037049,0.010336,0.012015999999999999,0.010924,0.015506,0.023068,0.029994999999999997,0.031256,0.026220999999999998,0.022402000000000002,0.018615,0.014769,0.0090735,0.005297100000000001,0.0018349,0.00069175,0.0005356,0.00056443,0.00051588,0.00058677,0.00046792,0.00078231,0.00080737,0.0011453,0.0019577,0.0018858,0.0017419,0.0016283,0.0015499
340.0,0.002885,0.00075598,0.0039537,0.011170999999999999,0.013563,0.012326,0.016847,0.024829,0.03205,0.033786000000000004,0.029091000000000002,0.025447,0.021809000000000002,0.017921,0.011811,0.007398999999999999,0.0030004000000000003,0.0010965999999999999,0.00053884,0.00058338,0.00052269,0.00061163,0.00053529,0.00076101,0.00080961,0.0012169000000000001,0.0020505,0.0020421,0.0019363,0.0019002,0.001718
345.0,0.0030455,0.00098247,0.004243,0.011775,0.014980000000000002,0.013769,0.018243000000000002,0.026342,0.034364,0.036245,0.032,0.028604,0.025172999999999997,0.021293,0.014844999999999999,0.0098422,0.004541,0.0018651,0.00059033,0.00058212,0.00053044,0.00062571,0.00062232,0.00074647,0.00081786,0.0012769,0.0021271000000000003,0.0021779,0.0020851999999999997,0.0021644999999999998,0.0018916
350.0,0.0031016999999999998,0.0012652999999999998,0.0044202,0.012185,0.016361,0.015241,0.019642,0.027688,0.036264,0.038610000000000005,0.034927,0.031856,0.028683999999999998,0.024853999999999998,0.018143,0.012592,0.0064249,0.0030029,0.0010353,0.00055676,0.00054395,0.00064154,0.00067653,0.00072599,0.00083571,0.0013197,0.0021868,0.0022757,0.0022079,0.002395,0.0020471
355.0,0.0030069000000000003,0.0014702,0.004558100000000001,0.012292,0.017681,0.016817,0.021049000000000002,0.028935000000000002,0.037774,0.041069,0.037855,0.035184,0.032318,0.028576,0.02167,0.015614,0.0086203,0.004478899999999999,0.0018114000000000001,0.00055622,0.00055155,0.0006758999999999999,0.00070851,0.00071792,0.00087189,0.0013620999999999998,0.0022146,0.0023431,0.0023179000000000003,0.0025749,0.0022281
360.0,0.0029414000000000003,0.0016396000000000002,0.004634,0.012384000000000001,0.018875,0.018596,0.022512,0.03,0.039084,0.043218,0.040762,0.03857,0.036054,0.032428,0.02539,0.018872,0.011096,0.0062623,0.0028896,0.00094512,0.00053546,0.00071491,0.00072206,0.00073896,0.00093167,0.0013901,0.0022171,0.0023914,0.0024475,0.0027331,0.0024548
365.0,0.0029132,0.0017128,0.0046396,0.012532999999999999,0.020063,0.020496,0.02416,0.031121,0.040212,0.045081,0.044255,0.041996,0.039865,0.036381000000000004,0.029271,0.022333000000000002,0.013819,0.0083222,0.0042432,0.0016251999999999998,0.00052301,0.00073943,0.00068694,0.00078228,0.0010068,0.0013931,0.0022193,0.0024311,0.002595,0.0028983,0.0026875
370.0,0.0028903,0.0017153,0.0045191,0.012643999999999999,0.021349,0.022559,0.025903,0.032227,0.041149,0.046722,0.047494,0.045444,0.043731,0.040405,0.033276,0.025961,0.016759,0.010628,0.0058454,0.0025764,0.00096151,0.00073437,0.00063075,0.0008175000000000001,0.0010707000000000002,0.0013782,0.0022170000000000002,0.0024574,0.0027524999999999997,0.0030339000000000004,0.0029587
